crash_id,state,remoteness,sa4_name,lga_name,road_type
20243211,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Collector Road
20241270,NSW,Outer Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road
20241225,NSW,Outer Regional Australia,Far West and Orana,Dubbo,National or State Highway
20241084,NSW,Inner Regional Australia,Capital Region,Yass Valley,National or State Highway
20243050,QLD,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway
20243216,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20242190,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Local Road
20243115,QLD,Inner Regional Australia,Logan - Beaudesert,Scenic Rim,Sub-arterial Road
20242116,VIC,Major Cities of Australia,Melbourne - West,Melton,Local Road
20241129,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),Arterial Road
20244076,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Sub-arterial Road
20243141,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Local Road
20241095,NSW,Outer Regional Australia,New England and North West,Narrabri,Local Road
20242082,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway
20241090,NSW,Major Cities of Australia,Sydney - Ryde,Ryde,Arterial Road
20241113,NSW,Inner Regional Australia,Capital Region,Hilltops,Arterial Road
20243258,QLD,Outer Regional Australia,Cairns,Cassowary Coast,Collector Road
20244053,SA,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Collector Road
20241064,NSW,Outer Regional Australia,New England and North West,Tenterfield,National or State Highway
20243175,QLD,Remote Australia,Darling Downs - Maranoa,Western Downs,National or State Highway
20243183,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway
20241049,NSW,Inner Regional Australia,Central West,Cowra,Local Road
20241242,NSW,Major Cities of Australia,Sydney - South West,Penrith,Arterial Road
20241144,NSW,Inner Regional Australia,Illawarra,Kiama,Sub-arterial Road
20243262,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road
20241001,NSW,Inner Regional Australia,Central Coast,Central Coast (NSW),Arterial Road
20242231,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,National or State Highway
20241018,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road
20241105,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,Local Road
20241282,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Local Road
20243204,QLD,Outer Regional Australia,Brisbane - East,Redland,Collector Road
20243224,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Local Road
20243179,QLD,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Local Road
20241192,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Sub-arterial Road
20241026,NSW,Inner Regional Australia,Illawarra,Wollongong,Arterial Road
20241067,NSW,Inner Regional Australia,Central West,Cowra,Arterial Road
20242001,VIC,Major Cities of Australia,Melbourne - Outer East,Maroondah,Arterial Road
20243013,QLD,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi,National or State Highway
20241191,NSW,Remote Australia,Murray,Hay,National or State Highway
20242031,VIC,Major Cities of Australia,Melbourne - Inner East,Boroondara,Sub-arterial Road
20241117,NSW,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road
20246020,TAS,Inner Regional Australia,Hobart,Sorell,National or State Highway
20241012,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway
20242263,VIC,Outer Regional Australia,Hume,Towong,Arterial Road
20242038,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway
20246005,TAS,Inner Regional Australia,Hobart,Brighton,Sub-arterial Road
20244030,SA,Outer Regional Australia,South Australia - South East,Grant,Collector Road
20242061,VIC,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Arterial Road
20244036,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Light,Arterial Road
20242134,VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,National or State Highway
20243060,QLD,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway
20242002,VIC,Inner Regional Australia,Shepparton,Campaspe,National or State Highway
20243057,QLD,Outer Regional Australia,Cairns,Cassowary Coast,National or State Highway
20243166,QLD,Outer Regional Australia,Wide Bay,North Burnett,National or State Highway
20242203,VIC,Inner Regional Australia,Ballarat,Hepburn,Arterial Road
20243196,QLD,Outer Regional Australia,Central Queensland,Central Highlands (Qld),National or State Highway
20241214,NSW,Major Cities of Australia,Illawarra,Shellharbour,National or State Highway
20242083,VIC,Inner Regional Australia,Ballarat,Hepburn,Arterial Road
20241272,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Local Road
20241104,NSW,Major Cities of Australia,Sydney - Ryde,Ryde,Local Road
20243182,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Collector Road
20242180,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Pedestrian Thoroughfare
20242126,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Local Road
20241023,NSW,Outer Regional Australia,Murray,Murray River,Arterial Road
20243065,QLD,Major Cities of Australia,Ipswich,Ipswich,Sub-arterial Road
20243083,QLD,Inner Regional Australia,Logan - Beaudesert,Logan,National or State Highway
20244070,SA,Major Cities of Australia,Adelaide - North,Playford,National or State Highway
20243048,QLD,Inner Regional Australia,Toowoomba,Toowoomba,Sub-arterial Road
20241280,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway
20242118,VIC,Major Cities of Australia,Melbourne - North West,Hume,Arterial Road
20241193,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway
20242150,VIC,Inner Regional Australia,North West,Ararat,National or State Highway
20241239,NSW,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Sub-arterial Road
20242111,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Sub-arterial Road
20243255,QLD,Remote Australia,Townsville,Charters Towers,National or State Highway
20241033,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road
20241288,NSW,Outer Regional Australia,Central West,Blayney,Sub-arterial Road
20243012,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Pedestrian Thoroughfare
20241164,NSW,Outer Regional Australia,Capital Region,Hilltops,Sub-arterial Road
20243250,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road
20242076,VIC,Major Cities of Australia,Melbourne - Inner South,Kingston (Vic.),Arterial Road
20241099,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Arterial Road
20243052,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Local Road
20241015,NSW,Outer Regional Australia,Far West and Orana,Gilgandra,National or State Highway
20243219,QLD,Inner Regional Australia,Ipswich,Somerset,Local Road
20241184,NSW,Major Cities of Australia,Illawarra,Wollongong,Arterial Road
20241284,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Collector Road
20242218,VIC,Inner Regional Australia,Geelong,Golden Plains,National or State Highway
20241008,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),National or State Highway
20244075,SA,Major Cities of Australia,Adelaide - North,Salisbury,Sub-arterial Road
20242147,VIC,Major Cities of Australia,Melbourne - Inner,Yarra,Arterial Road
20248010,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway
20234108,SA,Major Cities of Australia,Adelaide - North,Salisbury,Collector Road
20234099,SA,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road
20233145,QLD,Inner Regional Australia,Ipswich,Lockyer Valley,National or State Highway
20236026,TAS,Outer Regional Australia,West and North West,Waratah-Wynyard,National or State Highway
20233259,QLD,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs,Collector Road
20236028,TAS,Remote Australia,West and North West,Circular Head,National or State Highway
20231088,NSW,Inner Regional Australia,Central West,Lithgow,National or State Highway
20231189,NSW,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway
20232156,VIC,Major Cities of Australia,Melbourne - South East,Casey,Arterial Road
20233100,QLD,Outer Regional Australia,Townsville,Burdekin,Local Road
20231103,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Local Road
20232192,VIC,Outer Regional Australia,North West,Swan Hill,Arterial Road
20233056,QLD,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway
20231091,NSW,Outer Regional Australia,Riverina,Murrumbidgee,National or State Highway
20232211,VIC,Outer Regional Australia,Hume,Towong,National or State Highway
20231104,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Arterial Road
20231155,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road
20232098,VIC,Major Cities of Australia,Geelong,Greater Geelong,Sub-arterial Road
20232128,VIC,Outer Regional Australia,North West,Mildura,Local Road
20233085,QLD,Inner Regional Australia,Ipswich,Scenic Rim,Local Road
20234027,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Collector Road
20232061,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway
20234033,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Light,Sub-arterial Road
20232044,VIC,Major Cities of Australia,Geelong,Greater Geelong,Local Road
20232250,VIC,Major Cities of Australia,Melbourne - West,Wyndham,Local Road
20233231,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Sub-arterial Road
20231020,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Collector Road
20231115,NSW,Outer Regional Australia,Capital Region,Upper Lachlan,Arterial Road
20231038,NSW,Inner Regional Australia,Riverina,Wagga Wagga,Sub-arterial Road
20231108,NSW,Inner Regional Australia,Central West,Orange,Local Road
20231281,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road
20233078,QLD,Inner Regional Australia,Toowoomba,Toowoomba,Local Road
20231261,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway
20233258,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,National or State Highway
20236009,TAS,Inner Regional Australia,Launceston and North East,Launceston,Local Road
20232237,VIC,Major Cities of Australia,Melbourne - South East,Kingston (Vic.),Arterial Road
20232188,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road
20233165,QLD,Major Cities of Australia,Gold Coast,Gold Coast,National or State Highway
20231098,NSW,Outer Regional Australia,Central West,Cowra,National or State Highway
20234029,SA,Major Cities of Australia,Adelaide - Central and Hills,Walkerville,Local Road
20231102,NSW,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Sub-arterial Road
20231198,NSW,Major Cities of Australia,Sydney - City and Inner South,Bayside (NSW),Arterial Road
20231129,NSW,Inner Regional Australia,Central West,Cowra,Local Road
20231231,NSW,Inner Regional Australia,Illawarra,Sutherland,Arterial Road
20233120,QLD,Inner Regional Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road
20232196,VIC,Major Cities of Australia,Melbourne - Inner East,Whitehorse,Local Road
20234053,SA,Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20232240,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway
20231095,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),National or State Highway
20232119,VIC,Major Cities of Australia,Melbourne - North East,Whittlesea,Arterial Road
20232243,VIC,Inner Regional Australia,Hume,Strathbogie,Arterial Road
20234042,SA,Inner Regional Australia,South Australia - South East,Yankalilla,Arterial Road
20232067,VIC,Major Cities of Australia,Melbourne - South East,Monash,National or State Highway
20234079,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Arterial Road
20231023,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road
20233221,QLD,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs,Sub-arterial Road
20233081,QLD,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road
20231076,NSW,Remote Australia,Murray,Wentworth,Arterial Road
20232045,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Arterial Road
20236006,TAS,Outer Regional Australia,South East,Tasman,National or State Highway
20234061,SA,Outer Regional Australia,South Australia - South East,Mid Murray,Local Road
20232201,VIC,Major Cities of Australia,Melbourne - South East,Casey,Collector Road
20236025,TAS,Outer Regional Australia,West and North West,Latrobe (Tas.),National or State Highway
20233189,QLD,Outer Regional Australia,Central Queensland,Rockhampton,Local Road
20233111,QLD,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20232097,VIC,Major Cities of Australia,Melbourne - Inner East,Manningham,Local Road
20233036,QLD,Major Cities of Australia,Ipswich,Ipswich,Collector Road
20231250,NSW,Outer Regional Australia,New England and North West,Inverell,National or State Highway
20233228,QLD,Inner Regional Australia,Wide Bay,Gympie,National or State Highway
20234084,SA,Outer Regional Australia,South Australia - Outback,Port Augusta,National or State Highway
20232009,VIC,Outer Regional Australia,Hume,Benalla,Local Road
20231145,NSW,Outer Regional Australia,New England and North West,Liverpool Plains,Arterial Road
20231056,NSW,Outer Regional Australia,Murray,Federation,Sub-arterial Road
20232115,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,National or State Highway
20233012,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20232018,VIC,Inner Regional Australia,Mornington Peninsula,Mornington Peninsula,Arterial Road
20233200,QLD,Major Cities of Australia,Brisbane - North,Brisbane,Sub-arterial Road
20233110,QLD,Remote Australia,Townsville,Hinchinbrook,Local Road
20233154,QLD,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway
20231223,NSW,Outer Regional Australia,New England and North West,Gunnedah,National or State Highway
20234067,SA,Major Cities of Australia,Adelaide - Central and Hills,Unley,Collector Road
20231182,NSW,Inner Regional Australia,Riverina,Snowy Valleys,Local Road
20238004,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Arterial Road
20231173,NSW,Outer Regional Australia,Murray,Balranald,National or State Highway
20233155,QLD,Inner Regional Australia,Central Queensland,Gladstone,National or State Highway
20233161,QLD,Outer Regional Australia,Central Queensland,Banana,Local Road
20234020,SA,Major Cities of Australia,Adelaide - Central and Hills,Mount Barker,Sub-arterial Road
20231052,NSW,Major Cities of Australia,Sydney - City and Inner South,Inner West,National or State Highway
20231296,NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Local Road
20231143,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road
20234021,SA,Major Cities of Australia,Adelaide - North,Salisbury,Arterial Road
20231302,NSW,Outer Regional Australia,Central West,Mid-Western,Sub-arterial Road
20231285,NSW,Inner Regional Australia,Capital Region,Eurobodalla,National or State Highway
20231178,NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,National or State Highway
20234031,SA,Inner Regional Australia,South Australia - South East,Alexandrina,Collector Road
20237013,NT,Outer Regional Australia,Darwin,Palmerston,National or State Highway
20233136,QLD,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20233051,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20231229,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Collector Road
20233176,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway
20234068,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Barunga West,Sub-arterial Road
20231044,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Local Road
20231190,NSW,Inner Regional Australia,New England and North West,Tamworth,Local Road
20236012,TAS,Remote Australia,West and North West,West Coast,Local Road
20233205,QLD,Outer Regional Australia,Townsville,Townsville,Local Road
20233074,QLD,Outer Regional Australia,Cairns,Tablelands,National or State Highway
20233050,QLD,Inner Regional Australia,Central Queensland,Rockhampton,Local Road
20231045,NSW,Outer Regional Australia,New England and North West,Tenterfield,Sub-arterial Road
20231205,NSW,Inner Regional Australia,Capital Region,Yass Valley,Sub-arterial Road
20234025,SA,Outer Regional Australia,South Australia - South East,Tatiara,Local Road
20231119,NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway
20231272,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Local Road
20233139,QLD,Outer Regional Australia,Cairns,Tablelands,Sub-arterial Road
20233043,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road
20231256,NSW,Inner Regional Australia,Capital Region,Snowy Monaro,Local Road
20234018,SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Collector Road
20231278,NSW,Outer Regional Australia,Riverina,Snowy Valleys,Sub-arterial Road
20233008,QLD,Inner Regional Australia,Sunshine Coast,Noosa,Sub-arterial Road
20234063,SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road
20233069,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Sub-arterial Road
20234017,SA,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road
20231029,NSW,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road
20231111,NSW,Outer Regional Australia,Riverina,Narrandera,National or State Highway
20234034,SA,Major Cities of Australia,Adelaide - West,West Torrens,Arterial Road
20231160,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway
20233224,QLD,Very Remote Australia,Queensland - Outback,Etheridge,Sub-arterial Road
20231139,NSW,Inner Regional Australia,Richmond - Tweed,Richmond Valley,National or State Highway
20231303,NSW,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway
20231283,NSW,Outer Regional Australia,Central West,Bland,National or State Highway
20231141,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road
20231206,NSW,Outer Regional Australia,Central West,Bland,National or State Highway
20233017,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway
20231175,NSW,Major Cities of Australia,Sydney - Inner South West,Georges River,Local Road
20233073,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20233114,QLD,Major Cities of Australia,Brisbane - West,Brisbane,Sub-arterial Road
20231064,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Sub-arterial Road
20233032,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road
20233063,QLD,Very Remote Australia,Queensland - Outback,Etheridge,Collector Road
20231271,NSW,Outer Regional Australia,Central West,Forbes,Local Road
20234094,SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Sub-arterial Road
20231152,NSW,Outer Regional Australia,Central West,Oberon,Arterial Road
20231068,NSW,Outer Regional Australia,Riverina,Murrumbidgee,National or State Highway
20233020,QLD,Outer Regional Australia,Darling Downs - Maranoa,Maranoa,National or State Highway
20233134,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,National or State Highway
20233198,QLD,Remote Australia,Queensland - Outback,Cook,Sub-arterial Road
20231252,NSW,Inner Regional Australia,Illawarra,Wollongong,National or State Highway
20231227,NSW,Inner Regional Australia,Central West,Bathurst,Local Road
20231292,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway
20232065,VIC,Inner Regional Australia,Melbourne - North East,Nillumbik,Arterial Road
20232171,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway
20232063,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road
20232074,VIC,Outer Regional Australia,Warrnambool and South West,Glenelg,National or State Highway
20231288,NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,Local Road
20232170,VIC,Inner Regional Australia,Warrnambool and South West,Corangamite,Sub-arterial Road
20231133,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road
20231249,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Local Road
20231171,NSW,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road
20233196,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Pedestrian Thoroughfare
20233245,QLD,Outer Regional Australia,Townsville,Townsville,Sub-arterial Road
20231025,NSW,Very Remote Australia,Far West and Orana,Cobar,Arterial Road
20231244,NSW,Outer Regional Australia,Central West,Mid-Western,Sub-arterial Road
20232118,VIC,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road
20231128,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20232048,VIC,Inner Regional Australia,Latrobe - Gippsland,Bass Coast,National or State Highway
20236004,TAS,Inner Regional Australia,Hobart,Hobart,National or State Highway
20232204,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road
20231251,NSW,Inner Regional Australia,Illawarra,Wollongong,Sub-arterial Road
20231263,NSW,Outer Regional Australia,Far West and Orana,Warrumbungle,National or State Highway
20231078,NSW,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Collector Road
20233251,QLD,Inner Regional Australia,Wide Bay,Gympie,Collector Road
20234077,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Local Road
20236003,TAS,Inner Regional Australia,Hobart,Derwent Valley,Local Road
20233246,QLD,Inner Regional Australia,Ipswich,Scenic Rim,National or State Highway
20232248,VIC,Inner Regional Australia,Geelong,Surf Coast,Arterial Road
20237008,NT,Outer Regional Australia,Darwin,Litchfield,Arterial Road
