crash_id,state,remoteness,sa4_name,lga_name,road_type
20175074,WA,Inner Regional Australia,Perth - North West,Wanneroo,Arterial Road
20171125,NSW,Outer Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road
20173207,QLD,Inner Regional Australia,Gold Coast,Gold Coast,Sub-arterial Road
20172189,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,Arterial Road
20172186,VIC,Inner Regional Australia,Geelong,Greater Geelong,Arterial Road
20171333,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road
20171148,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Local Road
20173079,QLD,Major Cities of Australia,Brisbane - West,Brisbane,Sub-arterial Road
20174004,SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Arterial Road
20172084,VIC,Major Cities of Australia,Melbourne - North West,Hume,National or State Highway
20173037,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road
20171110,NSW,Outer Regional Australia,New England and North West,Glen Innes Severn,Local Road
20171132,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Arterial Road
20175031,WA,Major Cities of Australia,Mandurah,Mandurah,Local Road
20172207,VIC,Major Cities of Australia,Mornington Peninsula,Frankston,National or State Highway
20171173,NSW,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road
20173045,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road
20171056,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Local Road
20174005,SA,Major Cities of Australia,Adelaide - West,West Torrens,National or State Highway
20175081,WA,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,Local Road
20171239,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road
20173153,QLD,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road
20173154,QLD,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road
20171050,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Arterial Road
20171245,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road
20171189,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Collector Road
20172049,VIC,Inner Regional Australia,Shepparton,Moira,National or State Highway
20172122,VIC,Major Cities of Australia,Melbourne - Inner South,Kingston (Vic.),Arterial Road
20174075,SA,Major Cities of Australia,Adelaide - South,Holdfast Bay,Collector Road
20172010,VIC,Inner Regional Australia,Melbourne - North West,Macedon Ranges,Arterial Road
20173017,QLD,Very Remote Australia,Queensland - Outback,Burke,Sub-arterial Road
20171037,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway
20171145,NSW,Outer Regional Australia,New England and North West,Tamworth,National or State Highway
20175104,WA,Inner Regional Australia,Western Australia - Wheat Belt,Northam,Local Road
20174027,SA,Inner Regional Australia,South Australia - South East,Murray Bridge,National or State Highway
20171060,NSW,Major Cities of Australia,Sydney - Ryde,Ryde,Local Road
20171294,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Local Road
20175113,WA,Remote Australia,Western Australia - Wheat Belt,Merredin,Local Road
20173110,QLD,Outer Regional Australia,Townsville,Townsville,Collector Road
20173126,QLD,Major Cities of Australia,Ipswich,Ipswich,National or State Highway
20176029,TAS,Outer Regional Australia,South East,Derwent Valley,Sub-arterial Road
20171297,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Local Road
20173056,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20177010,NT,Outer Regional Australia,Darwin,Litchfield,Sub-arterial Road
20171039,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,Local Road
20172014,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,Arterial Road
20175011,WA,Very Remote Australia,Western Australia - Outback (North),Port Hedland,National or State Highway
20172009,VIC,Inner Regional Australia,Shepparton,Moira,Local Road
20173185,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road
20172065,VIC,Inner Regional Australia,Melbourne - North East,Murrindindi,Arterial Road
20175147,WA,Major Cities of Australia,Perth - North West,Stirling,National or State Highway
20174002,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,National or State Highway
20174025,SA,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Collector Road
20174009,SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road
20175111,WA,Outer Regional Australia,Western Australia - Wheat Belt,Beverley,National or State Highway
20171109,NSW,Outer Regional Australia,Murray,Greater Hume,National or State Highway
20175006,WA,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road
20173016,QLD,Remote Australia,Cairns,Douglas,Collector Road
20171310,NSW,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road
20173129,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20173041,QLD,Outer Regional Australia,Townsville,Burdekin,National or State Highway
20173090,QLD,Major Cities of Australia,Ipswich,Brisbane,Local Road
20171184,NSW,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road
20173023,QLD,Outer Regional Australia,Cairns,Cassowary Coast,National or State Highway
20171269,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road
20173012,QLD,Inner Regional Australia,Wide Bay,Bundaberg,Local Road
20175063,WA,Major Cities of Australia,Perth - South West,Kwinana,Local Road
20171051,NSW,Outer Regional Australia,Murray,Berrigan,Local Road
20173113,QLD,Inner Regional Australia,Central Queensland,Gladstone,National or State Highway
20171253,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road
20174018,SA,Major Cities of Australia,Adelaide - North,Salisbury,Collector Road
20173026,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20174082,SA,Major Cities of Australia,Adelaide - South,Mitcham,Sub-arterial Road
20171007,NSW,Inner Regional Australia,Mid North Coast,Kempsey,Local Road
20173009,QLD,Major Cities of Australia,Brisbane - East,Redland,Collector Road
20171296,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Arterial Road
20172232,VIC,Major Cities of Australia,Melbourne - South East,Casey,Local Road
20173085,QLD,Outer Regional Australia,Wide Bay,North Burnett,National or State Highway
20173119,QLD,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway
20171226,NSW,Major Cities of Australia,Illawarra,Wollongong,Collector Road
20176014,TAS,Inner Regional Australia,Launceston and North East,Launceston,National or State Highway
20172007,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Collector Road
20171305,NSW,Outer Regional Australia,Central West,Warrumbungle,National or State Highway
20171286,NSW,Outer Regional Australia,Riverina,Griffith,Local Road
20171342,NSW,Outer Regional Australia,Central West,Warrumbungle,National or State Highway
20177003,NT,Remote Australia,Northern Territory - Outback,Unincorporated NT,Sub-arterial Road
20171328,NSW,Inner Regional Australia,Central West,Orange,Sub-arterial Road
20172024,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway
20171149,NSW,Outer Regional Australia,New England and North West,Tamworth,National or State Highway
20176026,TAS,Inner Regional Australia,Hobart,Clarence,Local Road
20172071,VIC,Major Cities of Australia,Melbourne - Inner,Darebin,Local Road
20174020,SA,Major Cities of Australia,Adelaide - North,Salisbury,Sub-arterial Road
20173116,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road
20174010,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway
20171202,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road
20171200,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road
20175091,WA,Outer Regional Australia,Western Australia - Wheat Belt,Albany,National or State Highway
20176016,TAS,Inner Regional Australia,Launceston and North East,Launceston,Sub-arterial Road
20171246,NSW,Outer Regional Australia,Murray,Edward River,National or State Highway
20175061,WA,Very Remote Australia,Western Australia - Outback (North),Broome,Local Road
20171244,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road
20171063,NSW,Inner Regional Australia,Capital Region,Yass Valley,National or State Highway
20172133,VIC,Inner Regional Australia,Hume,Strathbogie,National or State Highway
20173138,QLD,Outer Regional Australia,Central Queensland,Livingstone,Local Road
20172127,VIC,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Arterial Road
20173065,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road
20176022,TAS,Inner Regional Australia,Hobart,Hobart,Local Road
20177011,NT,Very Remote Australia,Northern Territory - Outback,Unincorporated NT,Sub-arterial Road
20172176,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road
20173195,QLD,Remote Australia,Cairns,Douglas,Collector Road
20175143,WA,Major Cities of Australia,Perth - North East,Bassendean,Local Road
20171158,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road
20171117,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road
20174024,SA,Major Cities of Australia,Adelaide - South,Mitcham,National or State Highway
20173183,QLD,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Local Road
20173081,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Local Road
20172094,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Sub-arterial Road
20171143,NSW,Inner Regional Australia,Richmond - Tweed,Kyogle,Local Road
20171070,NSW,Inner Regional Australia,Riverina,Snowy Valleys,National or State Highway
20173082,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Local Road
20171235,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road
20172050,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road
20171262,NSW,Inner Regional Australia,Central West,Bathurst,Arterial Road
20172078,VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Arterial Road
20173100,QLD,Inner Regional Australia,Wide Bay,Gympie,Local Road
20171017,NSW,Major Cities of Australia,Illawarra,Wollongong,Collector Road
20173226,QLD,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Local Road
20177002,NT,Outer Regional Australia,Darwin,Litchfield,Sub-arterial Road
20172042,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Arterial Road
20171345,NSW,Inner Regional Australia,Richmond - Tweed,Kyogle,Arterial Road
20177025,NT,Outer Regional Australia,Darwin,Litchfield,National or State Highway
20171118,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway
20171166,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road
20175152,WA,Remote Australia,Western Australia - Wheat Belt,Westonia,National or State Highway
20172155,VIC,Major Cities of Australia,Melbourne - North East,Banyule,Sub-arterial Road
20172074,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Local Road
20171240,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway
20173125,QLD,Major Cities of Australia,Brisbane - West,Brisbane,Collector Road
20176003,TAS,Outer Regional Australia,Launceston and North East,Meander Valley,Local Road
20173172,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road
20172199,VIC,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Arterial Road
20171054,NSW,Outer Regional Australia,Murray,Berrigan,National or State Highway
20171196,NSW,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway
20175060,WA,Outer Regional Australia,Western Australia - Wheat Belt,Pingelly,Arterial Road
20172081,VIC,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Arterial Road
20173078,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road
20172196,VIC,Outer Regional Australia,North West,Mildura,Local Road
20172051,VIC,Inner Regional Australia,Ballarat,Ballarat,Collector Road
20172141,VIC,Inner Regional Australia,Ballarat,Central Goldfields,Arterial Road
20173021,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20172237,VIC,Major Cities of Australia,Melbourne - Inner East,Whitehorse,Arterial Road
20172148,VIC,Inner Regional Australia,Ballarat,Moorabool,Arterial Road
20175110,WA,Outer Regional Australia,Western Australia - Outback (South),Irwin,National or State Highway
20173163,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road
20173027,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20171162,NSW,Outer Regional Australia,Far West and Orana,Dubbo,National or State Highway
20173158,QLD,Outer Regional Australia,Wide Bay,Bundaberg,National or State Highway
20171194,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Local Road
20171057,NSW,Outer Regional Australia,Capital Region,Snowy Monaro,National or State Highway
20171106,NSW,Outer Regional Australia,Riverina,Leeton,Sub-arterial Road
20176004,TAS,Inner Regional Australia,Launceston and North East,Launceston,Arterial Road
20172206,VIC,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road
20173029,QLD,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road
20171081,NSW,Outer Regional Australia,New England and North West,Gunnedah,National or State Highway
20171128,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road
20173098,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20171094,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,North Sydney,National or State Highway
20171221,NSW,Outer Regional Australia,Central West,Forbes,Arterial Road
20172095,VIC,Major Cities of Australia,Geelong,Greater Geelong,Collector Road
20174033,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,Collector Road
20171101,NSW,Inner Regional Australia,Illawarra,Kiama,Arterial Road
20173189,QLD,Outer Regional Australia,Cairns,Douglas,National or State Highway
20174063,SA,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road
20172197,VIC,Inner Regional Australia,Hume,Benalla,Local Road
20173219,QLD,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Collector Road
20176018,TAS,Inner Regional Australia,Hobart,Clarence,Sub-arterial Road
20172118,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Arterial Road
20171332,NSW,Inner Regional Australia,Central West,Orange,National or State Highway
20173074,QLD,Inner Regional Australia,Ipswich,Somerset,National or State Highway
20171308,NSW,Major Cities of Australia,Sydney - City and Inner South,Inner West,Local Road
20173156,QLD,Remote Australia,Darling Downs - Maranoa,Maranoa,Collector Road
20171129,NSW,Major Cities of Australia,Sydney - South West,Liverpool,Collector Road
20172153,VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,Arterial Road
20173108,QLD,Inner Regional Australia,Central Queensland,Rockhampton,Local Road
20171220,NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,National or State Highway
20173066,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway
20174054,SA,Outer Regional Australia,South Australia - Outback,Whyalla,Arterial Road
20171267,NSW,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road
20172202,VIC,Major Cities of Australia,Melbourne - North East,Banyule,Sub-arterial Road
20171174,NSW,Major Cities of Australia,Sydney - Outer South West,Camden,Local Road
20173077,QLD,Outer Regional Australia,Queensland - Outback,Mareeba,Sub-arterial Road
20172208,VIC,Outer Regional Australia,Warrnambool and South West,Glenelg,Sub-arterial Road
20173178,QLD,Inner Regional Australia,Logan - Beaudesert,Logan,National or State Highway
20173177,QLD,Outer Regional Australia,Cairns,Tablelands,Local Road
20176033,TAS,Inner Regional Australia,Hobart,Derwent Valley,National or State Highway
20172158,VIC,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway
20171177,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),National or State Highway
20174008,SA,Remote Australia,South Australia - South East,Kangaroo Island,Sub-arterial Road
20173210,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20171284,NSW,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Sub-arterial Road
20173006,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
20171140,NSW,Major Cities of Australia,Illawarra,Shellharbour,Local Road
20171155,NSW,Major Cities of Australia,Sydney - Inner West,Inner West,Local Road
20171233,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,National or State Highway
20171268,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Arterial Road
20173201,QLD,Inner Regional Australia,Central Queensland,Livingstone,Sub-arterial Road
20171295,NSW,Outer Regional Australia,Riverina,Griffith,Sub-arterial Road
20171201,NSW,Major Cities of Australia,Sydney - City and Inner South,Bayside (NSW),National or State Highway
20171137,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road
20178004,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Collector Road
20174017,SA,Outer Regional Australia,South Australia - South East,Tatiara,Collector Road
20173208,QLD,Outer Regional Australia,Townsville,Townsville,Local Road
20173223,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20171172,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,Pedestrian Thoroughfare
20172129,VIC,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road
20175099,WA,Inner Regional Australia,Bunbury,Collie,Local Road
20173044,QLD,Outer Regional Australia,Wide Bay,South Burnett,Local Road
20175096,WA,Major Cities of Australia,Perth - South East,Armadale,Local Road
20172115,VIC,Major Cities of Australia,Melbourne - South East,Cardinia,National or State Highway
20173155,QLD,Outer Regional Australia,Cairns,Mareeba,National or State Highway
20172091,VIC,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road
20172072,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,Local Road
20172033,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway
20172031,VIC,Outer Regional Australia,North West,Buloke,National or State Highway
20175080,WA,Major Cities of Australia,Perth - North West,Stirling,Arterial Road
20175005,WA,Inner Regional Australia,Mandurah,Murray,National or State Highway
20172213,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway
20172165,VIC,Major Cities of Australia,Mornington Peninsula,Frankston,Local Road
20172038,VIC,Inner Regional Australia,Hume,Murrindindi,National or State Highway
20172135,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Local Road
20175071,WA,Outer Regional Australia,Western Australia - Wheat Belt,Denmark,National or State Highway
20173147,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Local Road
20171002,NSW,Major Cities of Australia,Richmond - Tweed,Tweed,Arterial Road
20174016,SA,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road
20173135,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,National or State Highway
20172105,VIC,Outer Regional Australia,Warrnambool and South West,Colac Otway,Arterial Road
20175049,WA,Major Cities of Australia,Perth - South East,Armadale,Local Road
20175069,WA,Major Cities of Australia,Perth - North West,Wanneroo,Local Road
20171126,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Sub-arterial Road
20172130,VIC,Inner Regional Australia,Melbourne - North East,Mitchell,National or State Highway
20177005,NT,Remote Australia,Northern Territory - Outback,Katherine,National or State Highway
20171167,NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road
20175116,WA,Outer Regional Australia,Bunbury,Bridgetown-Greenbushes,Arterial Road
20171222,NSW,Very Remote Australia,Far West and Orana,Cobar,Sub-arterial Road
20171016,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Arterial Road
20171059,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Sub-arterial Road
20172178,VIC,Inner Regional Australia,Melbourne - South East,Cardinia,National or State Highway
20171270,NSW,Major Cities of Australia,Sydney - City and Inner South,Bayside (NSW),Local Road
20175025,WA,Outer Regional Australia,Western Australia - Outback (South),Irwin,National or State Highway
20171027,NSW,Major Cities of Australia,Sydney - Inner South West,Bayside (NSW),Local Road
20175114,WA,Major Cities of Australia,Perth - Inner,Nedlands,Local Road
20175092,WA,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road
20175136,WA,Major Cities of Australia,Perth - South East,Belmont,Arterial Road
20173046,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20173227,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road
20171095,NSW,Inner Regional Australia,Murray,Albury,Local Road
20175085,WA,Remote Australia,Western Australia - Outback (South),Morawa,Local Road
20177022,NT,Very Remote Australia,Northern Territory - Outback,Central Desert,Sub-arterial Road
20172192,VIC,Inner Regional Australia,Melbourne - South East,Cardinia,Arterial Road
20171036,NSW,Outer Regional Australia,New England and North West,Tenterfield,National or State Highway
20173205,QLD,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road
20173034,QLD,Inner Regional Australia,Toowoomba,Toowoomba,Sub-arterial Road
20171076,NSW,Outer Regional Australia,Richmond - Tweed,Kyogle,Arterial Road
20172029,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road
20172209,VIC,Outer Regional Australia,Latrobe - Gippsland,Unincorporated Vic,Access road
20176025,TAS,Inner Regional Australia,Hobart,Brighton,Collector Road
20172086,VIC,Inner Regional Australia,Geelong,Golden Plains,Local Road
20172150,VIC,Inner Regional Australia,Hume,Wangaratta,Local Road
20171263,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road
20171285,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road
20175108,WA,Major Cities of Australia,Perth - South East,Kalamunda,Arterial Road
20171102,NSW,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway
20177026,NT,Outer Regional Australia,Darwin,Palmerston,Arterial Road
20171290,NSW,Inner Regional Australia,Murray,Greater Hume,Arterial Road
20173002,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Sub-arterial Road
20175135,WA,Major Cities of Australia,Perth - South East,Armadale,Arterial Road
20172085,VIC,Inner Regional Australia,Hume,Murrindindi,National or State Highway
20172032,VIC,Inner Regional Australia,Geelong,Greater Geelong,Local Road
20171325,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,National or State Highway
20171045,NSW,Outer Regional Australia,Riverina,Narrandera,National or State Highway
20172075,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,Local Road
20171021,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway
20175030,WA,Inner Regional Australia,Bunbury,Bunbury,Local Road
20174080,SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Collector Road
20174029,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway
20172227,VIC,Outer Regional Australia,Hume,Towong,Arterial Road
20172159,VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,Arterial Road
20172096,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Arterial Road
20171260,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Local Road
20171300,NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,Local Road
20173025,QLD,Remote Australia,Cairns,Douglas,Collector Road
20174077,SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Local Road
20174047,SA,Inner Regional Australia,Adelaide - North,Adelaide Plains,National or State Highway
20171004,NSW,Outer Regional Australia,New England and North West,Inverell,Sub-arterial Road
20171265,NSW,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road
20171075,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road
20171258,NSW,Outer Regional Australia,New England and North West,Liverpool Plains,National or State Highway
20171031,NSW,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Arterial Road
20173057,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,National or State Highway
20171255,NSW,Major Cities of Australia,Sydney - Inner West,Strathfield,National or State Highway
20172058,VIC,Remote Australia,Latrobe - Gippsland,East Gippsland,National or State Highway
20174036,SA,Remote Australia,South Australia - Outback,Tumby Bay,Collector Road
20171014,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Collector Road
20172016,VIC,Inner Regional Australia,Geelong,Golden Plains,Local Road
20171304,NSW,Outer Regional Australia,Central West,Parkes,Arterial Road
20172117,VIC,Inner Regional Australia,Hume,Wangaratta,Arterial Road
20174044,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,National or State Highway
20175103,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,Local Road
20172062,VIC,Outer Regional Australia,Warrnambool and South West,Glenelg,Arterial Road
20172219,VIC,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road
20171098,NSW,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Arterial Road
20178001,ACT,Inner Regional Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway
20172119,VIC,Major Cities of Australia,Melbourne - North West,Brimbank,National or State Highway
20171023,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Collector Road
20172228,VIC,Inner Regional Australia,Ballarat,Pyrenees,Arterial Road
20171238,NSW,Inner Regional Australia,Central West,Blayney,Arterial Road
20175120,WA,Major Cities of Australia,Perth - North East,Mundaring,National or State Highway
20173112,QLD,Outer Regional Australia,Cairns,Cairns,National or State Highway
20175125,WA,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,Arterial Road
20172152,VIC,Major Cities of Australia,Melbourne - Inner,Melbourne,Sub-arterial Road
20173221,QLD,Inner Regional Australia,Wide Bay,Gympie,National or State Highway
20171231,NSW,Inner Regional Australia,New England and North West,Tamworth,National or State Highway
20172164,VIC,Inner Regional Australia,Hume,Benalla,Arterial Road
20172221,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,Arterial Road
20174089,SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Local Road
20177017,NT,Outer Regional Australia,Darwin,Litchfield,Sub-arterial Road
20173136,QLD,Inner Regional Australia,Ipswich,Scenic Rim,National or State Highway
20171044,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Local Road
20173001,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,Sub-arterial Road
20173164,QLD,Outer Regional Australia,Moreton Bay - North,Somerset,Sub-arterial Road
20175105,WA,Outer Regional Australia,Western Australia - Wheat Belt,Wandering,National or State Highway
20171187,NSW,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road
20171092,NSW,Inner Regional Australia,Capital Region,Snowy Monaro,National or State Highway
20173192,QLD,Outer Regional Australia,Townsville,Burdekin,National or State Highway
20172240,VIC,Major Cities of Australia,Melbourne - West,Brimbank,National or State Highway
20173167,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20174092,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Sub-arterial Road
20173187,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20172035,VIC,Inner Regional Australia,Melbourne - West,Moorabool,Arterial Road
20174011,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable,Arterial Road
20172177,VIC,Inner Regional Australia,Latrobe - Gippsland,Bass Coast,Arterial Road
20173168,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road
20171329,NSW,Inner Regional Australia,Central West,Bathurst,National or State Highway
20172205,VIC,Outer Regional Australia,Latrobe - Gippsland,South Gippsland,Arterial Road
20171259,NSW,Outer Regional Australia,New England and North West,Narrabri,National or State Highway
20176020,TAS,Remote Australia,West and North West,West Coast,Arterial Road
20171104,NSW,Outer Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway
